0,3P,3P%,3PA,AST,Age,BLK,DRB,Date,FG,FG%,FGA,FT,FT%,FTA,G,GS,GmSc,LEAGUE,MP,ORB,Opp,PF,PLAYOFF,PTS,Rk,STL,TOV,TRB,Tm,Unnamed: 5,Unnamed: 7,+/-,AST%,BLK%,BPM,DRB%,DRtg,ORB%,ORtg,STL%,TOV%,TRB%,TS%,USG%,eFG%,DATE,SERIES,TEAM,HOME/AWAY,OPPONENT,G#,RESULT,GAME_SCORE,ID
,Inactive,Inactive,Inactive,Inactive,32-013,Inactive,Inactive,2001-03-22,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,Inactive,Inactive,NBA,Inactive,Inactive,CLE,Inactive,N,Inactive,63,Inactive,Inactive,Inactive,VAN,@,L (-14),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,,,,,,abdulma02
,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,32-014,Did Not Dress,Did Not Dress,2001-03-23,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,,Did Not Dress,Did Not Dress,NBA,Did Not Dress,Did Not Dress,IND,Did Not Dress,N,Did Not Dress,64,Did Not Dress,Did Not Dress,Did Not Dress,VAN,@,L (-20),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,,,,,,,,,abdulma02
,Did Not Play,Did Not Play,Did Not Play,Did Not Play,32-016,Did Not Play,Did Not Play,2001-03-25,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,Did Not Play,Did Not Play,NBA,Did Not Play,Did Not Play,TOR,Did Not Play,N,Did Not Play,65,Did Not Play,Did Not Play,Did Not Play,VAN,@,L (-10),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,,,,,,abdulma02
,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,32-020,Did Not Dress,Did Not Dress,2001-03-29,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,,Did Not Dress,Did Not Dress,NBA,Did Not Dress,Did Not Dress,NYK,Did Not Dress,N,Did Not Dress,66,Did Not Dress,Did Not Dress,Did Not Dress,VAN,,W (+21),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,,,,,,,,,abdulma02
,1,1.000,1,0,32-023,0,0,2001-04-01,2,.667,3,0,,0,36,0,2.7,NBA,8:05,0,UTA,0,N,5,67,0,1,0,VAN,,L (-19),-2,0.0,0.0,3.7,0.0,120,0.0,98,0.0,25.0,0.0,.833,24.4,.833,,,,,,,,,abdulma02
,Did Not Play,Did Not Play,Did Not Play,Did Not Play,32-026,Did Not Play,Did Not Play,2001-04-04,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,Did Not Play,Did Not Play,NBA,Did Not Play,Did Not Play,LAC,Did Not Play,N,Did Not Play,68,Did Not Play,Did Not Play,Did Not Play,VAN,,W (+8),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,,,,,,,,,abdulma02
,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,32-028,Did Not Dress,Did Not Dress,2001-04-06,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,,Did Not Dress,Did Not Dress,NBA,Did Not Dress,Did Not Dress,SAC,Did Not Dress,N,Did Not Dress,69,Did Not Dress,Did Not Dress,Did Not Dress,VAN,,L (-28),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,,,,,,,,,abdulma02
,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,32-029,Did Not Dress,Did Not Dress,2001-04-07,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,,Did Not Dress,Did Not Dress,NBA,Did Not Dress,Did Not Dress,DEN,Did Not Dress,N,Did Not Dress,70,Did Not Dress,Did Not Dress,Did Not Dress,VAN,@,L (-1),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,,,,,,,,,abdulma02
,0,.000,1,1,32-032,0,1,2001-04-10,4,.571,7,0,,0,37,0,7.3,NBA,8:57,0,MIN,1,N,8,71,2,0,1,VAN,,L (-13),+10,32.0,0.0,20.8,13.7,94,0.0,114,11.6,0.0,6.1,.571,35.2,.571,,,,,,,,,abdulma02
,0,,0,4,32-034,0,0,2001-04-12,3,.333,9,0,,0,38,0,2.5,NBA,15:51,0,POR,3,N,6,72,1,1,0,VAN,,L (-13),-14,40.0,0.0,-9.2,0.0,116,0.0,74,3.4,10.0,0.0,.333,32.3,.333,,,,,,,,,abdulma02
,0,.000,1,3,32-036,0,0,2001-04-14,12,.632,19,1,.500,2,39,0,15.6,NBA,23:15,0,HOU,4,N,25,73,1,2,0,VAN,,L (-5),+5,34.9,0.0,11.6,0.0,118,0.0,118,2.4,9.1,0.0,.629,40.0,.632,,,,,,,,,abdulma02
,0,.000,1,2,32-038,0,2,2001-04-16,5,.500,10,0,,0,40,0,5.2,NBA,16:34,0,SAC,2,N,10,74,0,1,2,VAN,@,L (-10),+5,24.7,0.0,-4.3,12.3,116,0.0,95,0.0,9.1,6.3,.500,27.8,.500,,,,,,,,,abdulma02
,0,,0,2,32-040,0,0,2001-04-18,7,.583,12,0,,0,41,0,9.4,NBA,21:12,0,GSW,1,N,14,75,1,1,0,VAN,@,W (+14),+4,21.8,0.0,4.6,0.0,104,0.0,126,2.7,7.7,0.0,.583,26.0,.583,,,,,,,,,abdulma02
,1,.333,3,2,,0,1,,3,.250,12,0,,0,1,1,,,25:00,0,,2,Y,7,1,0,1,1,,,,,14.6,0.0,,4.6,121,0.0,64,0.0,7.7,2.2,.292,23.4,.292,1994-04-28,WC1,DEN,@,SEA,1,L (-24),-0.3,abdulma02
,1,.333,3,3,,0,0,,5,.333,15,4,1.000,4,2,1,,,29:00,0,,3,Y,15,2,0,0,0,,,,,20.9,0.0,,0.0,121,0.0,104,0.0,0.0,0.0,.447,27.2,.367,1994-04-30,WC1,DEN,@,SEA,2,L (-10),7.4,abdulma02
,1,.250,4,1,,0,1,,3,.375,8,3,1.000,3,3,1,,,23:00,0,,2,Y,10,3,0,2,1,,,,,6.0,0.0,,5.2,114,0.0,103,0.0,17.7,3.1,.536,23.5,.438,1994-05-02,WC1,DEN,,SEA,3,W (+17),3.8,abdulma02
,1,.333,3,3,,0,1,,2,.286,7,0,,0,4,1,,,27:00,0,,3,Y,5,4,1,4,1,,,,,21.8,0.0,,3.8,95,0.0,57,2.0,36.4,2.0,.357,18.3,.357,1994-05-05,WC1,DEN,,SEA,4,W (+9),-0.9,abdulma02
,0,.000,2,1,,0,1,,3,.300,10,2,1.000,2,5,1,,,21:00,0,,1,Y,8,5,1,1,1,,,,,9.5,0.0,,5.4,107,0.0,89,2.8,8.4,2.7,.368,27.6,.300,1994-05-07,WC1,DEN,@,SEA,5,W (+4),2.8,abdulma02
,2,.500,4,5,,0,1,,5,.417,12,4,1.000,4,6,1,,,28:00,1,,2,Y,16,6,1,1,2,,,,,38.2,0.0,,4.0,115,4.8,126,1.9,6.8,4.3,.581,24.3,.500,1994-05-10,WCS,DEN,@,UTA,1,L (-9),13.3,abdulma02
,3,.429,7,1,,0,2,,7,.412,17,6,1.000,6,7,1,,,32:00,0,,0,Y,23,7,1,1,2,,,,,7.3,0.0,,6.1,113,0.0,122,1.6,4.8,3.3,.586,29.4,.500,1994-05-12,WCS,DEN,@,UTA,2,L (-10),15.2,abdulma02
,2,.400,5,3,,1,2,,8,.444,18,2,.500,4,8,1,,,41:00,0,,1,Y,20,8,0,1,2,,,,,12.6,1.6,,7.2,126,0.0,115,0.0,4.8,3.0,.506,22.8,.500,1994-05-14,WCS,DEN,,UTA,3,L (-2),11.8,abdulma02
,0,.000,1,6,,0,4,,2,.200,10,2,1.000,2,9,1,,,25:00,0,,3,Y,6,9,0,1,4,,,,,40.9,0.0,,22.6,106,0.0,85,0.0,8.4,11.6,.276,22.9,.200,1994-05-15,WCS,DEN,,UTA,4,W (+1),3.0,abdulma02
,0,.000,2,3,,0,0,,9,.429,21,4,1.000,4,10,1,,,29:00,0,,4,Y,22,10,0,1,0,,,,,37.5,0.0,,0.0,104,0.0,95,0.0,4.2,0.0,.483,40.2,.429,1994-05-17,WCS,DEN,@,UTA,5,W (+8),10.4,abdulma02
,1,.500,2,0,,0,1,,4,.400,10,0,,0,11,1,,,24:00,1,,3,Y,9,11,0,1,2,,,,,0.0,0.0,,4.8,118,5.3,94,0.0,9.1,5.0,.450,22.4,.450,1994-05-19,WCS,DEN,,UTA,6,W (+3),2.4,abdulma02
,0,.000,1,2,,0,1,,6,.429,14,2,1.000,2,12,1,,,35:00,1,,5,Y,14,12,1,0,2,,,,,13.9,0.0,,3.2,117,2.9,124,1.7,0.0,3.0,.470,19.6,.429,1994-05-21,WCS,DEN,@,UTA,7,L (-10),8.0,abdulma02
,1,.200,5,2,,0,1,,1,.125,8,5,1.000,5,1,0,,,22:00,0,,1,Y,8,13,1,2,1,,,,,14.6,0.0,,5.9,117,0.0,85,2.4,16.4,2.5,.392,24.8,.188,1995-04-28,WC1,DEN,@,SAS,1,L (-16),3.1,abdulma02
,1,.333,3,1,,0,1,,7,.538,13,6,1.000,6,2,1,,,29:00,1,,3,Y,21,14,1,5,2,,,,,7.7,0.0,,4.9,131,3.4,102,1.8,24.2,4.0,.671,30.4,.577,1995-04-30,WC1,DEN,@,SAS,2,L (-26),11.2,abdulma02
,0,.000,4,2,,0,1,,4,.333,12,3,1.000,3,3,1,,,25:00,1,,4,Y,11,15,0,1,2,,,,,14.1,0.0,,4.7,123,6.6,101,0.0,7.0,5.5,.413,27.5,.333,1995-05-02,WC1,DEN,,SAS,3,L (-4),4.0,abdulma02
