0,3P,3P%,3PA,AST,Age,BLK,DRB,Date,FG,FG%,FGA,FT,FT%,FTA,G,GS,GmSc,LEAGUE,MP,ORB,Opp,PF,PLAYOFF,PTS,Rk,STL,TOV,TRB,Tm,Unnamed: 5,Unnamed: 7,+/-,AST%,BLK%,BPM,DRB%,DRtg,ORB%,ORtg,STL%,TOV%,TRB%,TS%,USG%,eFG%,DATE,SERIES,TEAM,HOME/AWAY,OPPONENT,G#,RESULT,GAME_SCORE,ID
,0,.000,1,2,22-296,0,2,1991-12-30,5,.455,11,5,.833,6,28,0,9.1,NBA,22:00,0,PHI,2,N,15,28,1,2,2,DEN,,W (+16),,12.4,0.0,0.6,9.1,100,0.0,117,2.3,12.8,4.5,.550,28.4,.455,,,,,,,,,abdulma02
,0,.000,1,8,22-299,0,0,1992-01-02,6,.400,15,1,1.000,1,29,0,8.7,NBA,20:00,0,GSW,2,N,13,29,1,2,0,DEN,@,L (-14),,62.7,0.0,-1.2,0.0,124,0.0,103,2.3,11.5,0.0,.421,34.6,.400,,,,,,,,,abdulma02
,0,,0,3,22-301,0,1,1992-01-04,3,.600,5,1,1.000,1,30,0,5.9,NBA,14:00,0,ORL,3,N,7,30,0,0,1,DEN,,W (+2),,49.7,0.0,3.8,8.4,106,0.0,143,0.0,0.0,4.1,.643,18.4,.600,,,,,,,,,abdulma02
,0,.000,2,0,22-304,0,0,1992-01-07,7,.538,13,1,1.000,1,31,0,8.2,NBA,17:00,1,SEA,3,N,15,31,0,0,1,DEN,,L (-7),,0.0,0.0,1.7,0.0,118,6.9,115,0.0,0.0,3.7,.558,34.4,.538,,,,,,,,,abdulma02
,0,.000,1,6,22-305,0,2,1992-01-08,4,.364,11,1,.500,2,32,0,3.3,NBA,19:00,0,PHO,5,N,9,32,0,2,2,DEN,@,L (-21),,41.1,0.0,-9.2,13.7,126,0.0,88,0.0,14.4,6.0,.379,27.5,.364,,,,,,,,,abdulma02
,0,,0,2,22-307,0,0,1992-01-10,5,.357,14,0,,0,33,0,3.9,NBA,22:00,1,LAL,1,N,10,33,0,0,1,DEN,@,L (-14),,14.5,0.0,-7.5,0.0,118,4.3,94,0.0,0.0,2.5,.357,25.7,.357,,,,,,,,,abdulma02
,1,.500,2,0,22-308,0,0,1992-01-11,3,.333,9,5,.833,6,34,0,4.9,NBA,14:00,0,SAS,4,N,12,34,2,2,0,DEN,,L (-11),,0.0,0.0,0.5,0.0,102,0.0,91,7.7,14.7,0.0,.515,47.4,.389,,,,,,,,,abdulma02
,0,.000,1,4,22-310,0,1,1992-01-13,5,.417,12,6,1.000,6,35,0,10.8,NBA,19:00,1,SAC,4,N,16,35,2,3,2,DEN,,W (+2),,36.9,0.0,1.1,5.9,106,5.9,106,5.0,17.0,5.9,.546,38.2,.417,,,,,,,,,abdulma02
,0,.000,1,6,22-311,0,2,1992-01-14,9,.643,14,2,1.000,2,36,0,18.8,NBA,28:00,0,HOU,2,N,20,36,2,1,2,DEN,@,L (-17),,43.6,0.0,11.3,8.6,111,0.0,140,3.4,6.3,4.4,.672,23.5,.643,,,,,,,,,abdulma02
,0,,0,0,22-313,0,0,1992-01-16,1,.333,3,0,,0,37,0,-1.1,NBA,5:00,0,DAL,1,N,2,37,0,1,0,DEN,@,W (+11),,0.0,0.0,-28.1,0.0,110,0.0,55,0.0,25.0,0.0,.333,34.5,.333,,,,,,,,,abdulma02
,0,.000,1,0,22-316,0,0,1992-01-19,0,.000,3,0,,0,38,0,-3.1,NBA,3:00,0,ATL,0,N,0,38,0,1,0,DEN,,L (-26),,0.0,0.0,-52.3,0.0,128,0.0,0,0.0,25.0,0.0,.000,51.9,.000,,,,,,,,,abdulma02
,0,.000,2,0,22-318,0,1,1992-01-21,3,.333,9,0,,0,39,0,1.4,NBA,14:00,0,SAC,2,N,6,39,1,0,1,DEN,@,L (-9),,0.0,0.0,-5.7,11.4,98,0.0,85,3.6,0.0,3.9,.333,25.0,.333,,,,,,,,,abdulma02
,0,,0,3,22-320,0,2,1992-01-23,6,.400,15,2,.667,3,40,0,6.0,NBA,18:00,0,UTA,3,N,14,40,0,1,2,DEN,,W (+4),,30.8,0.0,-7.6,12.1,119,0.0,109,0.0,5.8,6.1,.429,38.2,.400,,,,,,,,,abdulma02
,1,1.000,1,3,22-322,0,2,1992-01-25,4,.667,6,1,1.000,1,41,0,8.1,NBA,20:00,0,MIL,0,N,10,41,1,3,2,DEN,,W (+7),,25.3,0.0,3.9,10.6,100,0.0,107,2.6,31.8,5.5,.776,19.7,.750,,,,,,,,,abdulma02
,0,,0,2,22-327,0,0,1992-01-30,2,.250,8,0,,0,42,0,0.6,NBA,12:00,0,LAL,0,N,4,42,0,0,0,DEN,,L (-10),,25.8,0.0,-8.6,0.0,113,0.0,75,0.0,0.0,0.0,.250,26.3,.250,,,,,,,,,abdulma02
,0,,0,4,22-328,0,1,1992-01-31,2,.154,13,2,1.000,2,43,0,0.7,NBA,23:00,1,GSW,2,N,6,43,0,0,2,DEN,@,L (-21),,21.0,0.0,-11.3,4.0,121,3.7,77,0.0,0.0,3.8,.216,21.3,.154,,,,,,,,,abdulma02
,2,.500,4,1,22-330,1,1,1992-02-02,10,.714,14,4,1.000,4,44,0,17.5,NBA,22:00,0,IND,1,N,26,44,0,4,1,DEN,,L (-6),,10.3,3.5,7.2,9.1,130,0.0,123,0.0,20.2,4.1,.825,38.5,.786,,,,,,,,,abdulma02
,0,,0,1,22-331,0,0,1992-02-03,6,.429,14,3,.750,4,45,0,7.1,NBA,21:00,0,MIN,2,N,15,45,1,1,0,DEN,@,L (-15),,10.3,0.0,-2.4,0.0,129,0.0,116,2.6,6.0,0.0,.476,31.8,.429,,,,,,,,,abdulma02
,0,,0,3,22-334,0,1,1992-02-06,3,.333,9,0,,0,46,0,0.5,NBA,18:00,0,MIL,2,N,6,46,0,2,1,DEN,@,L (-9),,23.5,0.0,-13.4,5.9,120,0.0,74,0.0,18.2,2.9,.333,25.2,.333,,,,,,,,,abdulma02
,1,.333,3,4,22-339,0,0,1992-02-11,7,.467,15,2,1.000,2,47,0,14.7,NBA,21:00,0,POR,1,N,17,47,4,1,0,DEN,@,L (-9),,33.9,0.0,13.7,0.0,107,0.0,114,8.7,5.9,0.0,.535,31.7,.500,,,,,,,,,abdulma02
,0,.000,1,0,22-340,1,2,1992-02-12,2,.286,7,0,,0,48,0,1.4,NBA,17:00,0,CLE,2,N,4,48,1,0,2,DEN,,W (+6),,0.0,3.3,-7.2,9.7,101,0.0,77,2.8,0.0,5.1,.286,15.5,.286,,,,,,,,,abdulma02
,1,1.000,1,1,22-342,0,0,1992-02-14,7,.500,14,1,.500,2,49,0,7.5,NBA,20:00,0,DAL,2,N,16,49,0,1,0,DEN,,W (+20),,8.8,0.0,-1.6,0.0,92,0.0,104,0.0,6.3,0.0,.538,31.8,.536,,,,,,,,,abdulma02
,1,.500,2,4,22-343,0,2,1992-02-15,8,.444,18,1,1.000,1,50,0,7.4,NBA,24:00,0,UTA,4,N,18,50,0,3,2,DEN,@,L (-13),,33.3,0.0,-2.9,8.0,118,0.0,99,0.0,14.0,4.1,.488,37.3,.472,,,,,,,,,abdulma02
,0,.000,1,3,22-347,0,0,1992-02-19,3,.333,9,0,,0,51,0,-1.0,NBA,12:00,0,CHH,0,N,6,51,0,4,0,DEN,@,L (-2),,35.3,0.0,-21.6,0.0,113,0.0,63,0.0,30.8,0.0,.333,42.6,.333,,,,,,,,,abdulma02
,1,1.000,1,1,22-349,0,2,1992-02-21,4,.667,6,0,,0,52,0,5.5,NBA,13:00,0,WSB,3,N,9,52,0,1,2,DEN,@,W (+7),,12.6,0.0,-1.3,14.8,107,0.0,126,0.0,14.3,8.9,.750,23.8,.750,,,,,,,,,abdulma02
,0,.000,3,6,22-350,0,0,1992-02-22,4,.444,9,0,,0,53,0,5.5,NBA,18:00,0,NYK,0,N,8,53,0,2,0,DEN,@,L (-11),,63.2,0.0,-0.6,0.0,118,0.0,94,0.0,18.2,0.0,.444,26.7,.444,,,,,,,,,abdulma02
,0,,0,3,22-352,0,0,1992-02-24,5,.385,13,0,,0,54,0,5.6,NBA,23:00,0,ATL,1,N,10,54,1,0,0,DEN,@,L (-22),,19.8,0.0,-5.3,0.0,123,0.0,100,2.1,0.0,0.0,.385,22.5,.385,,,,,,,,,abdulma02
,5,.625,8,2,22-354,0,4,1992-02-26,10,.526,19,4,1.000,4,55,1,17.5,NBA,40:00,0,MIA,2,N,29,55,0,4,4,DEN,,L (-7),,9.6,0.0,3.0,10.2,112,0.0,121,0.0,16.2,4.8,.698,25.0,.658,,,,,,,,,abdulma02
,0,.000,5,2,22-356,0,0,1992-02-28,5,.278,18,0,,0,56,1,-0.8,NBA,28:00,0,HOU,4,N,10,56,1,1,0,DEN,,L (-3),,13.5,0.0,-9.5,0.0,105,0.0,84,2.1,5.3,0.0,.278,29.1,.278,,,,,,,,,abdulma02
,0,.000,2,4,22-357,0,2,1992-02-29,6,.429,14,5,.833,6,57,0,12.6,NBA,22:00,0,SAS,0,N,17,57,0,0,2,DEN,@,L (-3),,29.2,0.0,3.8,9.9,115,0.0,125,0.0,0.0,4.7,.511,28.9,.429,,,,,,,,,abdulma02
,0,,0,3,22-360,0,1,1992-03-03,4,.308,13,1,.500,2,58,0,1.8,NBA,21:00,1,SEA,1,N,9,58,1,3,2,DEN,@,L (-19),,23.0,0.0,-9.8,6.0,116,5.4,71,2.3,17.8,5.7,.324,33.6,.308,,,,,,,,,abdulma02
,1,.200,5,2,22-361,0,1,1992-03-04,6,.353,17,2,.500,4,59,0,7.4,NBA,25:00,0,POR,0,N,15,59,1,0,1,DEN,,L (-29),,17.9,0.0,-0.4,6.4,122,0.0,96,1.8,0.0,2.4,.400,28.5,.382,,,,,,,,,abdulma02
,0,.000,1,0,22-363,0,0,1992-03-06,0,.000,5,0,,0,60,0,-4.8,NBA,9:00,1,DET,0,N,0,60,0,2,1,DEN,,L (-15),,0.0,0.0,-34.7,0.0,127,9.2,7,0.0,28.6,5.8,.000,31.1,.000,,,,,,,,,abdulma02
,1,.333,3,1,22-365,0,1,1992-03-08,2,.200,10,0,,0,61,0,-0.6,NBA,21:00,0,UTA,1,N,5,61,1,1,1,DEN,,L (-24),,6.8,0.0,-13.2,5.4,122,0.0,55,2.4,9.1,2.7,.250,23.1,.250,,,,,,,,,abdulma02
,0,,0,2,23-001,0,1,1992-03-10,4,.333,12,2,1.000,2,62,0,3.9,NBA,17:00,0,ORL,0,N,10,62,0,1,1,DEN,@,W (+7),,22.9,0.0,-3.8,7.6,94,0.0,91,0.0,7.2,3.4,.388,33.6,.333,,,,,,,,,abdulma02
,0,.000,1,3,23-004,0,1,1992-03-13,6,.500,12,0,,0,63,0,8.0,NBA,21:00,0,MIA,1,N,12,63,1,1,1,DEN,@,L (-4),,23.4,0.0,0.4,5.3,111,0.0,111,2.2,7.7,2.4,.500,22.8,.500,,,,,,,,,abdulma02
,1,.500,2,2,23-006,1,2,1992-03-15,3,.333,9,0,,0,64,0,1.8,NBA,16:00,0,CLE,2,N,7,64,0,2,2,DEN,@,L (-9),,18.8,4.0,-4.8,12.5,104,0.0,73,0.0,18.2,6.0,.389,27.8,.389,,,,,,,,,abdulma02
,1,.333,3,5,23-008,0,2,1992-03-17,5,.385,13,0,,0,65,0,9.7,NBA,19:00,1,SAC,0,N,11,65,1,0,3,DEN,,W (+18),,33.8,0.0,4.4,12.0,103,5.9,118,2.5,0.0,8.9,.423,27.7,.423,,,,,,,,,abdulma02
,1,.500,2,3,23-010,0,3,1992-03-19,5,.455,11,0,,0,66,0,5.9,NBA,18:00,0,UTA,1,N,11,66,0,2,3,DEN,@,L (-15),,27.9,0.0,-2.0,19.0,120,0.0,95,0.0,15.4,9.3,.500,29.6,.500,,,,,,,,,abdulma02
,1,.500,2,2,23-012,0,0,1992-03-21,5,.500,10,0,,0,67,0,1.0,NBA,20:00,0,LAC,1,N,11,67,0,6,0,DEN,,L (-27),,20.9,0.0,-9.7,0.0,116,0.0,68,0.0,37.5,0.0,.550,31.9,.550,,,,,,,,,abdulma02
,0,.000,1,2,23-014,0,0,1992-03-23,2,.286,7,0,,0,68,0,-0.1,NBA,16:00,0,MIN,1,N,4,68,2,3,0,DEN,@,W (+5),,18.8,0.0,-11.5,0.0,97,0.0,50,6.1,30.0,0.0,.286,25.5,.286,,,,,,,,,abdulma02
,1,.500,2,3,23-015,0,4,1992-03-24,6,.462,13,0,,0,69,0,5.8,NBA,24:00,0,CHI,2,N,13,69,1,4,4,DEN,@,L (-13),,18.8,0.0,-6.4,15.7,114,0.0,81,2.0,23.5,9.2,.500,29.8,.500,,,,,,,,,abdulma02
,1,.500,2,0,23-017,0,1,1992-03-26,3,.333,9,0,,0,70,0,1.4,NBA,13:00,0,NYK,2,N,7,70,2,2,1,DEN,,L (-2),,0.0,0.0,-6.9,8.4,100,0.0,70,7.4,18.2,3.9,.389,33.7,.389,,,,,,,,,abdulma02
,0,,0,0,23-019,0,1,1992-03-28,5,.357,14,1,1.000,1,71,0,4.0,NBA,21:00,1,PHO,3,N,11,71,1,0,2,DEN,,L (-20),,0.0,0.0,-5.9,7.4,126,4.4,95,2.4,0.0,5.5,.381,27.5,.357,,,,,,,,,abdulma02
,0,,0,3,23-020,0,1,1992-03-29,6,.333,18,0,,0,72,1,3.8,NBA,31:00,0,DAL,1,N,12,72,1,1,1,DEN,@,L (-7),,16.2,0.0,-10.2,3.6,114,0.0,77,1.6,5.3,1.7,.333,25.5,.333,,,,,,,,,abdulma02
,1,.500,2,5,23-022,0,2,1992-03-31,6,.545,11,0,,0,73,1,7.3,NBA,30:00,1,MIN,3,N,13,73,0,4,3,DEN,,L (-7),,24.3,0.0,-7.7,8.2,123,3.3,96,0.0,26.7,5.5,.591,21.3,.591,,,,,,,,,abdulma02
,3,.600,5,5,23-024,0,1,1992-04-02,8,.400,20,0,,0,74,0,12.6,NBA,27:00,0,HOU,1,N,19,74,1,0,1,DEN,@,L (-23),,32.0,0.0,1.4,4.7,126,0.0,112,1.6,0.0,1.9,.475,26.5,.475,,,,,,,,,abdulma02
,0,,0,0,23-027,0,0,1992-04-05,1,1.000,1,0,,0,75,0,1.3,NBA,2:00,0,SAS,1,N,2,75,0,0,0,DEN,,L (-3),,0.0,0.0,9.2,0.0,111,0.0,200,0.0,0.0,0.0,1.000,23.5,1.000,,,,,,,,,abdulma02
,1,.333,3,3,23-029,0,0,1992-04-07,7,.467,15,1,1.000,1,76,0,8.1,NBA,23:00,1,UTA,0,N,16,76,0,3,1,DEN,,L (-23),,25.7,0.0,-3.1,0.0,134,4.2,102,0.0,16.3,2.2,.518,31.3,.500,,,,,,,,,abdulma02
,0,.000,1,2,23-031,0,0,1992-04-09,0,.000,2,2,1.000,2,77,0,1.0,NBA,12:00,0,SAC,0,N,2,77,0,1,0,DEN,@,L (-17),,19.0,0.0,-13.6,0.0,127,0.0,73,0.0,25.8,0.0,.347,13.5,.000,,,,,,,,,abdulma02
,1,.250,4,3,23-033,0,3,1992-04-11,3,.273,11,0,,0,78,1,2.2,NBA,30:00,1,LAC,0,N,7,78,2,4,4,DEN,@,L (-34),,16.4,0.0,-9.0,15.5,119,3.3,59,3.2,26.7,8.1,.318,21.1,.318,,,,,,,,,abdulma02
,0,,0,2,23-035,0,0,1992-04-13,4,.444,9,0,,0,79,0,4.3,NBA,14:00,0,LAL,1,N,8,79,0,0,0,DEN,@,L (-7),,29.4,0.0,-2.8,0.0,114,0.0,112,0.0,0.0,0.0,.444,26.1,.444,,,,,,,,,abdulma02
,0,,0,1,23-037,0,0,1992-04-15,1,1.000,1,0,,0,80,0,0.4,NBA,4:00,0,LAL,0,N,2,80,0,2,0,DEN,,W (+3),,35.3,0.0,-13.7,0.0,117,0.0,68,0.0,66.7,0.0,1.000,31.6,1.000,,,,,,,,,abdulma02
,0,,0,0,23-039,0,1,1992-04-17,0,.000,2,0,,0,81,0,-0.8,NBA,3:00,1,SAS,1,N,0,81,0,0,2,DEN,@,L (-14),,0.0,0.0,-26.5,35.6,110,35.6,30,0.0,0.0,35.6,.000,27.5,.000,,,,,,,,,abdulma02
,2,.667,3,6,23-243,1,6,1992-11-07,13,.542,24,4,1.000,4,1,1,23.5,NBA,48:00,0,SAS,4,N,32,1,1,3,6,DEN,,W (+4),,21.8,1.4,4.9,13.2,107,0.0,125,1.0,10.4,6.3,.621,24.3,.583,,,,,,,,,abdulma02
,4,.444,9,3,23-244,0,1,1992-11-08,13,.650,20,2,1.000,2,2,1,20.8,NBA,39:00,0,POR,2,N,32,2,2,6,1,DEN,@,L (-19),,20.5,0.0,7.9,3.5,117,0.0,117,2.3,22.3,1.4,.766,25.8,.750,,,,,,,,,abdulma02
,3,.500,6,5,23-246,0,2,1992-11-10,9,.474,19,6,.857,7,3,1,16.4,NBA,39:00,0,UTA,4,N,27,3,0,3,2,DEN,,L (-9),,19.3,0.0,0.6,5.9,124,0.0,120,0.0,12.0,3.2,.611,27.6,.553,,,,,,,,,abdulma02
,0,.000,2,4,23-250,0,1,1992-11-14,2,.222,9,0,,0,4,1,-2.0,NBA,31:00,0,CHI,4,N,4,4,0,2,1,DEN,@,L (-33),,21.4,0.0,-14.6,3.8,127,0.0,53,0.0,18.2,1.4,.222,14.1,.222,,,,,,,,,abdulma02
,1,.250,4,3,23-251,0,7,1992-11-15,9,.409,22,1,1.000,1,5,1,13.4,NBA,41:00,2,MIL,1,N,20,5,1,1,9,DEN,@,L (-17),,15.6,0.0,-0.1,17.4,109,4.6,105,1.1,4.3,10.8,.446,21.6,.432,,,,,,,,,abdulma02
,0,,0,7,23-253,0,2,1992-11-17,9,.529,17,5,1.000,5,6,1,18.7,NBA,35:00,1,IND,3,N,23,6,1,2,3,DEN,@,L (-30),,40.6,0.0,4.1,8.1,122,2.6,120,1.3,9.4,4.8,.599,23.1,.529,,,,,,,,,abdulma02
,0,.000,3,3,23-255,0,0,1992-11-19,5,.417,12,0,,0,7,1,2.1,NBA,32:00,0,DET,4,N,10,7,1,3,0,DEN,,W (+12),,13.4,0.0,-10.0,0.0,103,0.0,79,1.7,20.0,0.0,.417,21.5,.417,,,,,,,,,abdulma02
,0,,0,4,23-257,0,0,1992-11-21,9,.692,13,5,1.000,5,8,1,19.4,NBA,31:00,1,MIN,4,N,23,8,0,0,1,DEN,,W (+13),,20.6,0.0,5.2,0.0,128,4.4,174,0.0,0.0,2.1,.757,20.6,.692,,,,,,,,,abdulma02
,0,.000,1,4,23-258,0,1,1992-11-22,8,.500,16,4,1.000,4,9,1,10.9,NBA,31:00,0,LAL,3,N,20,9,1,4,1,DEN,@,L (-12),,21.6,0.0,-0.5,3.4,111,0.0,106,1.4,18.4,1.8,.563,25.2,.500,,,,,,,,,abdulma02
,1,.500,2,4,23-261,0,4,1992-11-25,9,.529,17,4,1.000,4,10,1,18.2,NBA,38:00,1,SAC,3,N,23,10,3,3,5,DEN,,W (+15),,15.5,0.0,4.3,9.2,94,3.7,126,3.6,13.8,7.1,.613,22.3,.559,,,,,,,,,abdulma02
,2,.667,3,4,23-263,0,2,1992-11-27,6,.500,12,5,1.000,5,11,1,14.7,NBA,30:00,1,LAC,1,N,19,11,0,2,3,DEN,@,W (+3),,20.4,0.0,4.1,5.7,108,4.0,136,0.0,12.3,5.0,.669,21.2,.583,,,,,,,,,abdulma02
,0,.000,3,4,23-264,0,1,1992-11-28,3,.273,11,0,,0,12,1,0.6,NBA,29:00,0,LAC,5,N,6,12,0,0,1,DEN,,L (-2),,17.0,0.0,-11.1,3.4,121,0.0,84,0.0,0.0,1.7,.273,14.3,.273,,,,,,,,,abdulma02
,0,.000,2,5,23-267,0,0,1992-12-01,8,.400,20,4,1.000,4,13,1,13.0,NBA,40:00,1,HOU,1,N,20,13,2,2,1,DEN,,W (+7),,18.0,0.0,-2.3,0.0,112,2.4,103,2.4,8.4,1.1,.460,24.4,.400,,,,,,,,,abdulma02
,0,,0,1,23-270,0,1,1992-12-04,4,.400,10,0,,0,14,1,1.2,NBA,19:00,2,GSW,2,N,8,14,1,4,3,DEN,,W (+3),,7.9,0.0,-11.4,6.2,108,11.8,69,2.4,28.6,9.0,.400,29.6,.400,,,,,,,,,abdulma02
,0,,0,3,23-271,0,0,1992-12-05,5,.417,12,2,.667,3,15,1,2.7,NBA,26:00,0,UTA,4,N,12,15,0,3,0,DEN,@,L (-30),,23.3,0.0,-9.3,0.0,126,0.0,85,0.0,18.4,0.0,.450,26.7,.417,,,,,,,,,abdulma02
,1,.333,3,11,23-275,0,2,1992-12-09,10,.588,17,5,.833,6,16,1,23.4,NBA,41:00,0,BOS,4,N,26,16,1,2,2,DEN,@,L (-10),,35.5,0.0,3.2,7.8,132,0.0,135,1.2,9.2,3.1,.662,21.8,.618,,,,,,,,,abdulma02
,1,1.000,1,10,23-277,0,0,1992-12-11,7,.412,17,5,1.000,5,17,1,16.5,NBA,38:00,0,ATL,1,N,20,17,1,2,0,DEN,@,L (-5),,39.6,0.0,2.2,0.0,116,0.0,110,1.4,9.4,0.0,.521,25.9,.441,,,,,,,,,abdulma02
,0,.000,1,4,23-278,0,0,1992-12-12,3,.214,14,1,.500,2,18,1,-1.5,NBA,30:00,1,CHH,0,N,7,18,1,4,1,DEN,@,L (-9),,17.2,0.0,-10.2,0.0,104,2.2,53,1.5,21.2,1.4,.235,21.5,.214,,,,,,,,,abdulma02
,2,1.000,2,5,23-280,0,0,1992-12-14,10,.588,17,4,1.000,4,19,1,18.1,NBA,39:00,1,NYK,3,N,26,19,1,4,1,DEN,@,L (-17),,29.7,0.0,7.4,0.0,118,2.7,121,1.3,17.6,1.4,.693,25.3,.647,,,,,,,,,abdulma02
,1,.333,3,5,23-282,0,4,1992-12-16,8,.533,15,1,1.000,1,20,1,13.0,NBA,34:00,0,POR,1,N,18,20,2,4,4,DEN,,L (-1),,24.6,0.0,1.6,10.5,101,0.0,99,2.8,20.6,6.0,.583,24.5,.567,,,,,,,,,abdulma02
,0,.000,1,4,23-285,0,3,1992-12-19,9,.500,18,3,1.000,3,21,1,9.1,NBA,39:00,0,LAL,4,N,21,21,0,5,3,DEN,,L (-6),,20.6,0.0,-2.6,7.5,102,0.0,93,0.0,20.6,4.1,.543,27.4,.500,,,,,,,,,abdulma02
,0,.000,1,3,23-288,0,1,1992-12-22,6,.316,19,0,,0,22,1,4.1,NBA,33:00,0,SAS,1,N,12,22,2,1,1,DEN,@,L (-5),,13.5,0.0,-6.4,3.2,110,0.0,76,2.8,5.0,1.4,.316,22.7,.316,,,,,,,,,abdulma02
,1,.500,2,4,23-289,0,3,1992-12-23,10,.526,19,1,.500,2,23,1,14.1,NBA,33:00,1,PHO,4,N,22,23,0,1,4,DEN,,L (-15),,24.8,0.0,1.4,9.3,117,2.9,114,0.0,4.8,6.0,.553,26.1,.553,,,,,,,,,abdulma02
,1,.250,4,3,23-292,0,3,1992-12-26,6,.316,19,1,1.000,1,24,1,4.6,NBA,35:00,1,HOU,3,N,14,24,1,2,4,DEN,@,L (-8),,14.3,0.0,-5.5,7.8,97,2.7,74,1.4,9.3,5.3,.360,26.9,.342,,,,,,,,,abdulma02
,0,,0,4,23-293,0,0,1992-12-27,6,.462,13,0,.000,1,25,1,4.5,NBA,26:00,0,PHO,3,N,12,25,0,2,0,DEN,@,L (-41),,25.5,0.0,-9.0,0.0,131,0.0,84,0.0,13.0,0.0,.446,23.4,.462,,,,,,,,,abdulma02
,0,.000,3,11,23-296,0,2,1992-12-30,10,.435,23,4,1.000,4,26,1,21.2,NBA,42:00,2,SAS,1,N,24,26,2,2,4,DEN,,L (-20),,49.2,0.0,7.0,6.7,125,4.9,114,2.5,7.5,5.6,.485,27.3,.435,,,,,,,,,abdulma02
,0,.000,3,5,23-299,0,6,1993-01-02,9,.563,16,2,1.000,2,27,1,11.9,NBA,32:00,0,SEA,2,N,20,27,0,5,6,DEN,@,L (-4),,25.4,0.0,-1.9,19.6,120,0.0,106,0.0,22.9,11.3,.592,30.3,.563,,,,,,,,,abdulma02
,0,,0,2,23-302,1,0,1993-01-05,5,.417,12,0,,0,28,1,5.3,NBA,26:00,0,SAC,1,N,10,28,1,1,0,DEN,@,L (-20),,11.6,2.2,-7.9,0.0,129,0.0,88,1.8,7.7,0.0,.417,20.7,.417,,,,,,,,,abdulma02
,1,.333,3,4,23-305,0,5,1993-01-08,8,.471,17,2,1.000,2,29,1,12.4,NBA,26:00,0,HOU,3,N,19,29,1,2,5,DEN,,W (+25),,23.6,0.0,2.2,17.1,91,0.0,109,1.9,10.1,9.6,.531,31.9,.500,,,,,,,,,abdulma02
,1,.500,2,7,23-309,0,0,1993-01-12,9,.500,18,0,,0,30,1,15.8,NBA,36:00,1,POR,2,N,19,30,1,0,1,DEN,@,L (-9),,31.1,0.0,5.6,0.0,113,2.5,128,1.3,0.0,1.3,.528,20.1,.528,,,,,,,,,abdulma02
,0,,0,5,23-310,0,4,1993-01-13,5,.278,18,4,1.000,4,31,1,8.7,NBA,36:00,2,NYK,2,N,14,31,1,1,6,DEN,,W (+16),,17.9,0.0,-5.9,10.5,100,6.3,91,1.3,4.8,8.6,.354,25.2,.278,,,,,,,,,abdulma02
,0,,0,5,23-312,0,1,1993-01-15,8,.444,18,4,1.000,4,32,1,14.6,NBA,31:00,0,MIN,2,N,20,32,2,1,1,DEN,@,L (-10),,41.6,0.0,7.1,4.3,105,0.0,115,3.3,4.8,1.9,.506,28.8,.444,,,,,,,,,abdulma02
,0,.000,2,1,23-313,0,0,1993-01-16,3,.300,10,2,1.000,2,33,1,1.7,NBA,18:00,0,DAL,3,N,8,33,0,0,0,DEN,,W (+15),,9.2,0.0,-13.0,0.0,105,0.0,88,0.0,0.0,0.0,.368,26.5,.300,,,,,,,,,abdulma02
,0,,0,4,23-316,0,1,1993-01-19,9,.450,20,2,1.000,2,34,1,8.9,NBA,34:00,0,SAS,2,N,20,34,2,5,1,DEN,@,L (-11),,20.0,0.0,-7.9,4.7,125,0.0,83,2.9,19.3,2.2,.479,33.6,.450,,,,,,,,,abdulma02
,0,.000,2,10,23-318,0,6,1993-01-21,11,.579,19,2,1.000,2,35,1,22.3,NBA,34:00,0,DAL,4,N,24,35,1,1,6,DEN,@,W (+16),,44.9,0.0,6.5,14.6,99,0.0,136,1.5,4.8,8.4,.604,25.0,.579,,,,,,,,,abdulma02
,2,.667,3,2,23-320,0,1,1993-01-23,13,.591,22,0,,0,36,1,17.7,NBA,38:00,0,CLE,2,N,28,36,0,1,1,DEN,,W (+2),,9.5,0.0,6.4,3.6,115,0.0,133,0.0,4.3,1.6,.636,27.1,.636,,,,,,,,,abdulma02
,0,.000,2,5,23-322,0,2,1993-01-25,9,.474,19,6,1.000,6,37,1,18.9,NBA,41:00,1,MIN,3,N,24,37,3,2,3,DEN,,W (+5),,21.3,0.0,3.4,5.9,99,3.0,114,3.5,8.5,4.4,.555,24.7,.474,,,,,,,,,abdulma02
,0,,0,3,23-324,0,2,1993-01-27,6,.500,12,5,.714,7,38,1,13.4,NBA,29:00,1,GSW,3,N,17,38,1,0,3,DEN,@,L (-28),,16.5,0.0,4.1,8.5,114,3.6,127,1.5,0.0,5.8,.564,20.1,.500,,,,,,,,,abdulma02
,4,1.000,4,3,23-325,0,4,1993-01-28,13,.722,18,2,1.000,2,39,1,23.7,NBA,36:00,0,NJN,3,N,32,39,1,4,4,DEN,,W (+10),,14.5,0.0,11.9,11.6,102,0.0,137,1.3,17.5,6.2,.847,26.5,.833,,,,,,,,,abdulma02
